timestamp_utc,model,strategy,input_id,input_text,run_id,prompt,raw_output,normalized_label,format_compliant,latency_sec,prompt_tokens,completion_tokens,total_tokens,consistency_score
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,1,I absolutely loved the movie!,1,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: I absolutely loved the movie!
Answer with just the label.",Positive,Positive,True,0.3175135000001319,69.0,2.0,71.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,1,I absolutely loved the movie!,2,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: I absolutely loved the movie!
Answer with just the label.",Positive,Positive,True,0.1027168000000529,69.0,2.0,71.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,1,I absolutely loved the movie!,3,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: I absolutely loved the movie!
Answer with just the label.",Positive,Positive,True,0.11105399999996735,69.0,2.0,71.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,2,The product quality is terrible.,1,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: The product quality is terrible.
Answer with just the label.",Negative,Negative,True,0.10708690000046772,69.0,2.0,71.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,2,The product quality is terrible.,2,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: The product quality is terrible.
Answer with just the label.",Negative,Negative,True,0.10078810000049998,69.0,2.0,71.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,2,The product quality is terrible.,3,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: The product quality is terrible.
Answer with just the label.",Negative,Negative,True,0.10279689999970287,69.0,2.0,71.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,3,"It was okay, not great but not bad.",1,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: It was okay, not great but not bad.
Answer with just the label.",Neutral,Neutral,True,0.10221360000014101,73.0,2.0,75.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,3,"It was okay, not great but not bad.",2,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: It was okay, not great but not bad.
Answer with just the label.",Neutral,Neutral,True,0.1113085000006322,73.0,2.0,75.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,3,"It was okay, not great but not bad.",3,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: It was okay, not great but not bad.
Answer with just the label.",Neutral,Neutral,True,0.11563130000013189,73.0,2.0,75.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,4,Worst customer service ever.,1,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Worst customer service ever.
Answer with just the label.",Negative,Negative,True,0.10431090000020049,68.0,2.0,70.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,4,Worst customer service ever.,2,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Worst customer service ever.
Answer with just the label.",Negative,Negative,True,0.09832360000018525,68.0,2.0,70.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,4,Worst customer service ever.,3,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Worst customer service ever.
Answer with just the label.",Negative,Negative,True,0.13037330000042857,68.0,2.0,70.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,5,"Amazing experience, would buy again!",1,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Amazing experience, would buy again!
Answer with just the label.",Positive,Positive,True,0.2359360000000379,70.0,2.0,72.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,5,"Amazing experience, would buy again!",2,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Amazing experience, would buy again!
Answer with just the label.",Positive,Positive,True,0.10110530000019935,70.0,2.0,72.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,5,"Amazing experience, would buy again!",3,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Amazing experience, would buy again!
Answer with just the label.",Positive,Positive,True,0.10437949999959528,70.0,2.0,72.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,6,Delivery was late and packaging was damaged.,1,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Delivery was late and packaging was damaged.
Answer with just the label.",Negative,Negative,True,0.10495230000014999,71.0,2.0,73.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,6,Delivery was late and packaging was damaged.,2,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Delivery was late and packaging was damaged.
Answer with just the label.",Negative,Negative,True,0.47608709999985876,71.0,2.0,73.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,6,Delivery was late and packaging was damaged.,3,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Delivery was late and packaging was damaged.
Answer with just the label.",Negative,Negative,True,0.2648349999999482,71.0,2.0,73.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,7,Fantastic app interface.,1,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Fantastic app interface.
Answer with just the label.",Positive,Positive,True,0.1040579999998954,67.0,2.0,69.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,7,Fantastic app interface.,2,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Fantastic app interface.
Answer with just the label.",Positive,Positive,True,0.10232170000017504,67.0,2.0,69.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,7,Fantastic app interface.,3,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Fantastic app interface.
Answer with just the label.",Positive,Positive,True,0.09920789999978297,67.0,2.0,69.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,8,The food tasted horrible.,1,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: The food tasted horrible.
Answer with just the label.",Negative,Negative,True,0.10293050000018411,68.0,2.0,70.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,8,The food tasted horrible.,2,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: The food tasted horrible.
Answer with just the label.",Negative,Negative,True,0.09932839999964926,68.0,2.0,70.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,8,The food tasted horrible.,3,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: The food tasted horrible.
Answer with just the label.",Negative,Negative,True,0.2495505000006233,68.0,2.0,70.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,9,Very satisfied with the purchase.,1,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Very satisfied with the purchase.
Answer with just the label.",Positive,Positive,True,0.3072650000003705,69.0,2.0,71.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,9,Very satisfied with the purchase.,2,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Very satisfied with the purchase.
Answer with just the label.",Positive,Positive,True,0.36444749999918713,69.0,2.0,71.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,9,Very satisfied with the purchase.,3,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Very satisfied with the purchase.
Answer with just the label.",Positive,Positive,True,0.10495110000010754,69.0,2.0,71.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,10,Not worth the price.,1,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Not worth the price.
Answer with just the label.",Negative,Negative,True,0.45182219999969675,68.0,2.0,70.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,10,Not worth the price.,2,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Not worth the price.
Answer with just the label.",Negative,Negative,True,0.09607909999976982,68.0,2.0,70.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,10,Not worth the price.,3,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Not worth the price.
Answer with just the label.",Negative,Negative,True,0.10393779999958497,68.0,2.0,70.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,11,Exceeded my expectations.,1,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Exceeded my expectations.
Answer with just the label.",Positive,Positive,True,2.3255325000000084,68.0,2.0,70.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,11,Exceeded my expectations.,2,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Exceeded my expectations.
Answer with just the label.",Positive,Positive,True,2.1452218000003995,68.0,2.0,70.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,11,Exceeded my expectations.,3,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Exceeded my expectations.
Answer with just the label.",Positive,Positive,True,2.151402500000586,68.0,2.0,70.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,12,Battery life is disappointing.,1,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Battery life is disappointing.
Answer with just the label.",Negative,Negative,True,2.2881727000003593,68.0,2.0,70.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,12,Battery life is disappointing.,2,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Battery life is disappointing.
Answer with just the label.",Negative,Negative,True,2.3428868000000875,68.0,2.0,70.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,12,Battery life is disappointing.,3,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Battery life is disappointing.
Answer with just the label.",Negative,Negative,True,2.1546364999994694,68.0,2.0,70.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,13,Super fast and reliable.,1,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Super fast and reliable.
Answer with just the label.",Positive,Positive,True,2.560220699999263,68.0,2.0,70.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,13,Super fast and reliable.,2,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Super fast and reliable.
Answer with just the label.",Positive,Positive,True,2.290168700000322,68.0,2.0,70.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,13,Super fast and reliable.,3,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Super fast and reliable.
Answer with just the label.",Positive,Positive,True,2.15466540000034,68.0,2.0,70.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,14,Waste of money.,1,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Waste of money.
Answer with just the label.",Negative,Negative,True,2.153447800000322,67.0,2.0,69.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,14,Waste of money.,2,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Waste of money.
Answer with just the label.",Negative,Negative,True,2.306278299999576,67.0,2.0,69.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,14,Waste of money.,3,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Waste of money.
Answer with just the label.",Negative,Negative,True,2.164118900000176,67.0,2.0,69.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,15,Highly recommend this!,1,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Highly recommend this!
Answer with just the label.",Positive,Positive,True,2.1476227000002837,67.0,2.0,69.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,15,Highly recommend this!,2,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Highly recommend this!
Answer with just the label.",Positive,Positive,True,2.144880099999682,67.0,2.0,69.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,15,Highly recommend this!,3,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Highly recommend this!
Answer with just the label.",Positive,Positive,True,2.148693400000411,67.0,2.0,69.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,16,It stopped working after one week.,1,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: It stopped working after one week.
Answer with just the label.",Negative,Negative,True,2.15476579999995,70.0,2.0,72.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,16,It stopped working after one week.,2,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: It stopped working after one week.
Answer with just the label.",Negative,Negative,True,2.143811399999322,70.0,2.0,72.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,16,It stopped working after one week.,3,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: It stopped working after one week.
Answer with just the label.",Negative,Negative,True,2.3577750000004016,70.0,2.0,72.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,17,Pretty decent performance.,1,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Pretty decent performance.
Answer with just the label.",Positive,Positive,True,2.4036581000000297,67.0,2.0,69.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,17,Pretty decent performance.,2,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Pretty decent performance.
Answer with just the label.",Positive,Positive,True,2.1628137999996397,67.0,2.0,69.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,17,Pretty decent performance.,3,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Pretty decent performance.
Answer with just the label.",Positive,Positive,True,2.1598070000000007,67.0,2.0,69.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,18,Absolutely terrible design.,1,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Absolutely terrible design.
Answer with just the label.",Negative,Negative,True,2.2826187000000573,67.0,2.0,69.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,18,Absolutely terrible design.,2,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Absolutely terrible design.
Answer with just the label.",Negative,Negative,True,2.3548226000002614,67.0,2.0,69.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,18,Absolutely terrible design.,3,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Absolutely terrible design.
Answer with just the label.",Negative,Negative,True,2.429093400000056,67.0,2.0,69.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,19,Loved the color and build quality.,1,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Loved the color and build quality.
Answer with just the label.",Positive,Positive,True,2.31021950000013,70.0,2.0,72.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,19,Loved the color and build quality.,2,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Loved the color and build quality.
Answer with just the label.",Positive,Positive,True,2.1555687999998554,70.0,2.0,72.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,19,Loved the color and build quality.,3,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Loved the color and build quality.
Answer with just the label.",Positive,Positive,True,2.149494500000401,70.0,2.0,72.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,20,Not happy with the service.,1,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Not happy with the service.
Answer with just the label.",Negative,Negative,True,2.1631909000007,69.0,2.0,71.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,20,Not happy with the service.,2,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Not happy with the service.
Answer with just the label.",Negative,Negative,True,2.718289699999332,69.0,2.0,71.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Zero-Shot,20,Not happy with the service.,3,"Classify the sentiment of the following text as one label only:
Positive, Negative, or Neutral.

Text: Not happy with the service.
Answer with just the label.",Negative,Negative,True,2.251656599999478,69.0,2.0,71.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Role-Based,1,I absolutely loved the movie!,1,"You are a strict sentiment analysis evaluator for an NLP lab.
Classify the text into exactly one label from:
Positive, Negative, Neutral.
Do not explain.

Text: I absolutely loved the movie!
Label:",Positive,Positive,True,2.558339799999885,78.0,2.0,80.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Role-Based,1,I absolutely loved the movie!,2,"You are a strict sentiment analysis evaluator for an NLP lab.
Classify the text into exactly one label from:
Positive, Negative, Neutral.
Do not explain.

Text: I absolutely loved the movie!
Label:",Positive,Positive,True,2.1689388999993753,78.0,2.0,80.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Role-Based,1,I absolutely loved the movie!,3,"You are a strict sentiment analysis evaluator for an NLP lab.
Classify the text into exactly one label from:
Positive, Negative, Neutral.
Do not explain.

Text: I absolutely loved the movie!
Label:",Positive,Positive,True,2.45221279999987,78.0,2.0,80.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Role-Based,2,The product quality is terrible.,1,"You are a strict sentiment analysis evaluator for an NLP lab.
Classify the text into exactly one label from:
Positive, Negative, Neutral.
Do not explain.

Text: The product quality is terrible.
Label:",Negative,Negative,True,2.650069999999687,78.0,2.0,80.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Role-Based,2,The product quality is terrible.,2,"You are a strict sentiment analysis evaluator for an NLP lab.
Classify the text into exactly one label from:
Positive, Negative, Neutral.
Do not explain.

Text: The product quality is terrible.
Label:",Negative,Negative,True,2.4127834999999322,78.0,2.0,80.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Role-Based,2,The product quality is terrible.,3,"You are a strict sentiment analysis evaluator for an NLP lab.
Classify the text into exactly one label from:
Positive, Negative, Neutral.
Do not explain.

Text: The product quality is terrible.
Label:",Negative,Negative,True,2.2967220000000452,78.0,2.0,80.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Role-Based,3,"It was okay, not great but not bad.",1,"You are a strict sentiment analysis evaluator for an NLP lab.
Classify the text into exactly one label from:
Positive, Negative, Neutral.
Do not explain.

Text: It was okay, not great but not bad.
Label:",Neutral,Neutral,True,2.250850200000059,82.0,2.0,84.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Role-Based,3,"It was okay, not great but not bad.",2,"You are a strict sentiment analysis evaluator for an NLP lab.
Classify the text into exactly one label from:
Positive, Negative, Neutral.
Do not explain.

Text: It was okay, not great but not bad.
Label:",Neutral,Neutral,True,2.1647258000002694,82.0,2.0,84.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Role-Based,3,"It was okay, not great but not bad.",3,"You are a strict sentiment analysis evaluator for an NLP lab.
Classify the text into exactly one label from:
Positive, Negative, Neutral.
Do not explain.

Text: It was okay, not great but not bad.
Label:",Neutral,Neutral,True,2.3421188000002076,82.0,2.0,84.0,1.0
2026-03-03T06:13:08Z,llama-3.3-70b-versatile,Role-Based,4,Worst customer service ever.,1,"You are a strict sentiment analysis evaluator for an NLP lab.
Classify the text into exactly one label from:
Positive, Negative, Neutral.
Do not explain.

Text: Worst customer service ever.
Label:",Negative,Negative,True,2.4578785000003336,77.0,2.0,79.0,1.0
